epoch,lr,train_loss,val_loss,train_nmse,val_nmse,train_nmse_db,val_nmse_db
1,0.001,0.09628385382890702,0.07766414162516594,0.16725710785388948,0.09989767622947693,-7.766154171408265,-10.004446140007751
2,0.001,0.0757537345290184,0.07694927296042442,0.1299353915452957,0.1160668385028839,-8.862725405407927,-9.352918449676519
3,0.001,0.07161861824989318,0.07639479705691338,0.12342990159988404,0.08774709391593934,-9.085796172336995,-10.567672579638005
4,0.001,0.06876329416036606,0.0735614058971405,0.11565060991048813,0.10519899529218674,-9.36852072533993,-9.779884079117746
5,0.001,0.06796902817487717,0.07372168499231338,0.11487060713768005,0.09996005326509476,-9.397910835043625,-10.001735211257138
6,0.001,0.06542767655849457,0.0726031093299389,0.11129953157901763,0.0937157859802246,-9.535066634557314,-10.281872481019755
7,0.001,0.06612472742795944,0.07311508855223656,0.1091191633939743,0.09776284033060074,-9.620989723684367,-10.098261892415852
8,0.001,0.06539922034740447,0.0718542553782463,0.11219464147090911,0.09569110751152038,-9.500278849264582,-10.191284189432787
9,0.001,0.06539791250228882,0.07177757942676544,0.10716561305522919,0.09864212882518768,-9.6994454725615,-10.05937563672508
10,0.001,0.06375248432159424,0.0724184260070324,0.10646385681629181,0.0954234790802002,-9.72797804895433,-10.203447533840027
11,0.001,0.06393056935071945,0.07268407791852952,0.10443546324968338,0.08737934571504592,-9.811520024984896,-10.585912115537678
12,0.001,0.06366129857301712,0.07312907722592354,0.10701475822925567,0.08830030804872513,-9.70556325347015,-10.54037781319055
13,0.001,0.06288276216387749,0.07092148470878601,0.1059110791683197,0.09545217108726502,-9.750586067481432,-10.202141890042517
14,0.001,0.06310169965028763,0.07108793720602989,0.10252309012413025,0.10756104248762131,-9.891783123235998,-9.683449972220034
15,0.001,0.06267705494165421,0.07147397080063819,0.10322459959983826,0.09565763413906098,-9.862167930443773,-10.192803645581044
16,0.001,0.06399709516763687,0.07236034193634987,0.10879500156641006,0.1004501673579216,-9.633910572296818,-9.980493353461819
17,0.001,0.062991768181324,0.0709934977889061,0.10719059455394744,0.08830843997001649,-9.69843320170514,-10.539977872804107
18,0.001,0.06225920188426971,0.07069960033893585,0.10078022992610931,0.09527880573272705,-9.966246551534331,-10.210036951329313
19,0.001,0.06127880737185478,0.07445339617133141,0.0978766657114029,0.10518077969551086,-10.09320833842148,-9.780636141253105
