epoch,lr,train_loss,val_loss,train_nmse,val_nmse,train_nmse_db,val_nmse_db,val_final_nmse,val_final_nmse_db
23,0.001,0.5166911249160766,0.4622049524784088,0.6565701370239257,0.5889332942962646,-1.8271887430339153,-2.2993389292024133,0.41223453380605013,-3.8485562921573893
24,0.001,0.5292228598594666,0.44941222071647646,0.6633761320114135,0.5793421325683594,-1.7824015826455029,-2.3706488635236136,0.40161746233928786,-3.9618741231542858
25,0.001,0.5111569800376892,0.4474993939399719,0.6498315868377685,0.5664619097709656,-1.8719918240941382,-2.4682928779960553,0.39722885026739946,-4.009592167302312
26,0.001,0.5206536378860473,0.45111533570289614,0.6657606616020203,0.5750983328819275,-1.7668186996923074,-2.402578913506822,0.3983673081755528,-3.997163089569632
27,0.001,0.5154426770210266,0.441147145986557,0.6485728416442871,0.5726166696548461,-1.8804124094051522,-2.421360132237156,0.39866448376957353,-3.9939245305077598
28,0.001,0.5122722210884094,0.44020854568481443,0.649442388534546,0.5671925420761108,-1.8745936876535598,-2.462694882560293,0.3957501033128247,-4.0257896309053685
29,0.001,0.496546359539032,0.44454243206977845,0.6406968011856079,0.5742414169311524,-1.9334744430985182,-2.4090548739509714,0.4010704247504474,-3.9677936205536857
30,0.001,0.5031019706726074,0.44851111435890195,0.6447065925598144,0.5750449533462525,-1.9063788881214483,-2.4029820361104908,0.4026171403918653,-3.951077400803787
31,0.001,0.4971675524711609,0.4412053778171539,0.6379195485115051,0.5594886765480042,-1.9523408905412774,-2.522086987021766,0.3925668849174822,-4.060863382158245
32,0.001,0.49156703186035156,0.43748980164527895,0.639259708404541,0.5596121273040772,-1.9432266764342798,-2.5211288252157478,0.39251219921912045,-4.061468409028934
33,0.001,0.4944056725502014,0.43694412732124327,0.631077781677246,0.5584763970375061,-1.9991710973938743,-2.529951768061638,0.39263903860372495,-4.0600652234349415
34,0.001,0.4924709198474884,0.44642099475860597,0.6309273080825806,0.5774878492355346,-2.0002067485600277,-2.3845714921153043,0.40368367150540607,-3.939588168976286
35,0.001,0.49324999523162844,0.4391514208316803,0.6326349668502808,0.5604974055290222,-1.988468075349929,-2.514263933581016,0.3950774700722529,-4.033177359532915
36,0.001,0.4899975137710571,0.4424259924888611,0.6242915477752685,0.5703607654571533,-2.0461254490117833,-2.4385035680889877,0.3991135647500132,-3.989035115144807
37,0.001,0.49866962575912477,0.4268398587703705,0.6366106224060059,0.5487385935783387,-1.9612611907061641,-2.6063449417118214,0.3848420384547829,-4.147174936203405
38,0.001,0.4767028875350952,0.4290441653728485,0.6161525554656982,0.5477755637168884,-2.103117459618324,-2.6139734553883542,0.3829924458707764,-4.168097919556372
39,0.001,0.4872697701454163,0.42857857966423035,0.6275456147193909,0.5452719449996948,-2.0235470092113954,-2.6338684679376234,0.3839249216902366,-4.157536956417664
40,0.001,0.47871415042877197,0.4557306754589081,0.6223150777816773,0.5681872200965882,-2.0598967656967613,-2.4550853883545134,0.4004544777296954,-3.9744684585802275
41,0.001,0.4800208330154419,0.4252575061321259,0.6216550807952881,0.5477627019882202,-2.0645051250561908,-2.614075428600308,0.38416045209741917,-4.1548734618933105
42,0.001,0.4749192886352539,0.42322073221206663,0.6171908679008484,0.5442617225646973,-2.095805084831775,-2.6419220814753004,0.3836025925981803,-4.161184662894903
43,0.001,0.4762512078285217,0.4331107647418976,0.6097191171646118,0.5512176847457886,-2.1487018787304306,-2.5867685738435044,0.39317203072180423,-4.054173843679366
44,0.001,0.4767955856323242,0.4219050579071045,0.6111455345153809,0.5392515592575073,-2.138553571702945,-2.68208590451746,0.3809559569999574,-4.191252309845703
45,0.001,0.48534433579444886,0.40760351657867433,0.6081731095314026,0.5268523235321045,-2.1597278616542264,-2.7831110027661947,0.3671701045462812,-4.351326868366269
46,0.001,0.47528574895858766,0.41698659777641295,0.6032629337310791,0.5365792469978332,-2.194933582085277,-2.7036612832568183,0.375289478740105,-4.256336108844533
47,0.001,0.47275127077102663,0.41926048350334166,0.6055452795028686,0.5441173119544983,-2.178533770411411,-2.643074561071408,0.38440719198601275,-4.152084955856452
48,0.001,0.4595407502651215,0.4255084855556488,0.600722339630127,0.5459287414550781,-2.2132621723244936,-2.62864040834613,0.3866844931805879,-4.126432436526514
49,0.001,0.46693289375305175,0.4184474115371704,0.6022550954818725,0.5355814061164856,-2.2021951689159764,-2.711745088840397,0.37897073944826876,-4.213943208676164
50,0.001,0.46438809871673586,0.40437293219566345,0.6055252847671508,0.5284290227890015,-2.178677174167498,-2.770133377437876,0.3707212218287563,-4.309525521972474
51,0.001,0.4681551094055176,0.4186583502292633,0.6037676987648011,0.5390725698471069,-2.1913012520402835,-2.6835276623687747,0.380107584855544,-4.200934641826292
52,0.001,0.46225991868972777,0.4183386242389679,0.6009145336151123,0.538879282951355,-2.2118729208841574,-2.6850851240110734,0.38000302197398966,-4.202129496426382
53,0.001,0.4630385708808899,0.41066887927055357,0.5957702484130859,0.5271853532791138,-2.249211883862364,-2.780366641925392,0.36952059403225274,-4.323613525997808
