epoch,lr,train_loss,val_loss,train_nmse,val_nmse,train_nmse_db,val_nmse_db
1,0.001,0.0739731087287267,0.04037243584046761,0.15654062378406525,0.06803289824724197,-8.053729399332962,-11.672810274081902
2,0.001,0.03905225956439972,0.031422291790445644,0.10284422965844472,0.06362662963072459,-9.878200705010842,-11.963610811885019
3,0.001,0.0311247239112854,0.030015382771690687,0.09171591736872992,0.11172875265280406,-10.375552856439592,-9.518350496992834
4,0.001,0.027387929285566014,0.027846654715637367,0.08386666743954023,0.053008034159739814,-10.764106139441889,-12.75658301591497
5,0.001,0.024601913819710414,0.022419225859145322,0.07598657194773356,0.041020431170860926,-11.19263147775155,-13.869997790202726
6,0.001,0.022641851981480915,0.028078947244832914,0.06724216485023499,0.059448215425014495,-11.72358312969382,-12.258611779284092
7,0.001,0.021387616768479348,0.022700497777511677,0.06794318260749181,0.04531881175438563,-11.678541136847297,-13.437214857300596
8,0.001,0.02023034041126569,0.020915613441417614,0.05898851579427719,0.04071442813674609,-12.292325309450158,-13.902516608048233
9,0.001,0.020008378108342488,0.024927897026141486,0.06064741418759028,0.03756131747364998,-12.171877113349366,-14.252591831391115
10,0.001,0.01921228944013516,0.02113144121815761,0.0550180114308993,0.04212806175152461,-12.594951107873847,-13.754285216465066
11,0.001,0.018736296460032463,0.021959303729236126,0.054792980829874674,0.039891415148973465,-12.61275072575833,-13.991205568090175
12,0.001,0.017930174191792807,0.020699401937425137,0.05528680537144343,0.03524854906400045,-12.573785041042608,-14.528587551681033
13,0.001,0.01722452715039253,0.019859195999180276,0.05155755790074666,0.031537344147761666,-12.877076618257679,-15.011748826791838
14,0.001,0.01746663273125887,0.018877274845416347,0.05170134119192759,0.03271538530786832,-12.864981906643116,-14.8524796040014
15,0.001,0.01655140747129917,0.017800528763482967,0.047886052121718724,0.030246134301026663,-13.197909660984859,-15.19330123788822
16,0.001,0.01700847675402959,0.01950702562307318,0.05282005673646927,0.04162975702683131,-12.772011366330272,-13.80596123876959
17,0.001,0.01567876929541429,0.018806158028542994,0.044353483070929844,0.03261228052775065,-13.53072269426659,-14.866188305719083
18,0.001,0.015565956324338912,0.017675211052720744,0.04449370614687602,0.030181888769070308,-13.517014177605953,-15.20253585755994
19,0.001,0.01561622199167808,0.018129355274140835,0.045556055863698326,0.03134814868370692,-13.414538831614118,-15.037881020482928
20,0.001,0.01509241489569346,0.01846938424681624,0.04385654294490814,0.037731034259001414,-13.579656051966328,-14.23301290033012
21,0.001,0.015119008511304856,0.01850521126575768,0.0435799741645654,0.028263154044747354,-13.607130315516724,-15.48779374412597
22,0.001,0.01477390426894029,0.01904861856997013,0.04275427041451136,0.03129498834411303,-13.690205002379727,-15.045252058645861
23,0.001,0.014925747578342755,0.018628943397973975,0.04440084541837375,0.032403615136941274,-13.526087605826973,-14.894065346563332
24,0.001,0.01485690726339817,0.027804287699361642,0.04467386409640312,0.03878178690870603,-13.499464813054905,-14.113721842539118
25,0.001,0.014911488090952238,0.01775199566533168,0.0425243423084418,0.029682853907346724,-13.713623945648546,-15.274943454204093
26,0.001,0.014184680379927159,0.018099549007912476,0.04118942740559578,0.028924834137161574,-13.852142453419216,-15.387291227313384
27,0.001,0.013782988841334979,0.01683997412150105,0.039419344594081245,0.02978319306174914,-14.042906007957988,-15.26028743294399
28,0.001,0.014175559639930726,0.017583464002857607,0.040245319773753487,0.028960659181078274,-13.952846175226004,-15.38191557272998
29,0.001,0.013850538690884907,0.019098934919262924,0.040849786033233006,0.030211490323146184,-13.888102139131956,-15.198278505905286
