epoch,lr,train_loss,val_loss,train_nmse,val_nmse,train_nmse_db,val_nmse_db,val_final_nmse,val_final_nmse_db
1,0.001,0.9944967775344848,0.9361498861312866,1.0292107124328613,0.9860130758285522,0.12504297870865907,-0.06117325705307576,0.3686872560319957,-4.333418738683485
2,0.001,0.8948737845420838,0.8284832873344421,0.9717473058700562,0.928397620677948,-0.12446654758841663,-0.32265981236113433,0.3432238885047093,-4.64422492720977
3,0.001,0.8132756924629212,0.7675312161445618,0.9166637258529663,0.8519108958244324,-0.3778995417799369,-0.6960582715283061,0.31131250004523053,-5.068034408604428
4,0.001,0.7659057393074036,0.737239191532135,0.8821280970573425,0.8190710725784301,-0.5446834479368571,-0.8667841192772007,0.29757818413682763,-5.263989106808626
5,0.001,0.7584580144882203,0.7401494722366333,0.8811720967292785,0.8333551154136658,-0.5493926370961306,-0.7916989439123048,0.3036362805504333,-5.176463371854108
6,0.001,0.7352488131523133,0.7318319787979126,0.8374426746368409,0.7917806758880616,-0.7704491198183736,-1.0139510179774844,0.2876852356054648,-5.410824261166645
7,0.001,0.7213070421218872,0.7509389362335205,0.8313100881576538,0.8375347456932067,-0.8023694919301999,-0.769971669181993,0.3053541907411303,-5.151961152841013
8,0.001,0.7197969455718994,0.7212712445259094,0.8309996538162231,0.7810726838111878,-0.8039915713735153,-1.0730855036167593,0.28462661617922597,-5.457244903399916
9,0.001,0.7089528708457947,0.7178150877952576,0.824747745513916,0.805524603843689,-0.8367886294503623,-0.9392119000533345,0.29024501200481956,-5.372352350774045
10,0.001,0.7200529098510742,0.711968831539154,0.821482873916626,0.7749887704849243,-0.8540148620461732,-1.107045903346764,0.28131592094570773,-5.508056884419593
11,0.001,0.7002171845436096,0.6954304656982422,0.8041565093994141,0.7526030435562133,-0.9465941822463395,-1.234340297086922,0.27263387371149006,-5.6442018572790085
12,0.001,0.7039947504997254,0.7117815532684326,0.8092065887451172,0.7587363896369934,-0.9194058976183881,-1.1990908630688784,0.2764467764351019,-5.583884698764825
13,0.001,0.7032758321762085,0.697839994430542,0.8159586782455445,0.7563898000717163,-0.8833183421714439,-1.2125433625539168,0.2755464794583809,-5.5980513340122435
14,0.001,0.70016792345047,0.6908891944885254,0.8032623882293701,0.7521691102981567,-0.9514256786400304,-1.2368450593425158,0.27203295045393827,-5.653784881216362
15,0.001,0.7059591898918152,0.6866041994094849,0.806511257648468,0.761782434463501,-0.933895661541439,-1.1816904572538054,0.27571022855487454,-5.595471217341309
16,0.001,0.6903117065429687,0.6901302433013916,0.80614870262146,0.7460800242424012,-0.9358484061267546,-1.2721458777803898,0.2708559045487878,-5.672616925301439
17,0.001,0.6900427951812744,0.6879072923660279,0.7973851737976074,0.7386728386878967,-0.983318436645293,-1.3154786987685705,0.2687823008198063,-5.705993327512779
18,0.001,0.6896605114936829,0.6826718950271606,0.7947376899719238,0.7339988102912903,-0.9977619033193115,-1.3430464401355673,0.2673379756821094,-5.729393448060059
19,0.001,0.7020262513160705,0.7045052819252015,0.7994948654174805,0.7657588758468628,-0.9718432107098686,-1.1590796062132482,0.27959777551144277,-5.534662881729533
20,0.001,0.6882745804786682,0.6962366724014282,0.7987223029136657,0.754539131641388,-0.9760418848965018,-1.2231823207761656,0.2752657544079892,-5.60247815474632
21,0.001,0.6816317882537842,0.6788626079559326,0.7975961723327637,0.7351165714263916,-0.9821693887236366,-1.336437870206058,0.267504925185622,-5.72668217525942
22,0.001,0.685601348400116,0.6715777339935303,0.7962190980911255,0.7341685328483581,-0.9896740965054219,-1.3420423370180061,0.26573241873103753,-5.755554594506721
23,0.001,0.6914653162956238,0.6834952306747436,0.7971771197319031,0.7390565509796143,-0.9844517474422726,-1.313223290764345,0.26979410915829133,-5.689675371992443
24,0.001,0.6763669486045838,0.6879456005096436,0.7912401323318481,0.7428103656768799,-1.0169169308902752,-1.2912204445183217,0.2715853692595365,-5.660936299033099
25,0.001,0.6811926031112671,0.6710042481422425,0.7920966186523437,0.7305836272239685,-1.0122184064750928,-1.363300647903485,0.2649781030085081,-5.767900133669379
26,0.001,0.6864026792049408,0.6850763487815857,0.790800117969513,0.7337478189468384,-1.0193327457143473,-1.3445317667551906,0.2678044068488675,-5.7218228074298345
27,0.001,0.6803421893119812,0.6823029918670654,0.799156753540039,0.7435785422325134,-0.9736802604221005,-1.2867315134294854,0.2706447246475178,-5.676004336710221
28,0.001,0.677201352596283,0.6734007186889649,0.7926865372657775,0.7352491760253906,-1.0089851766232645,-1.3356545352313933,0.26741206551578783,-5.728190014543141
29,0.001,0.6741689977645874,0.6789890112876892,0.7874327831268311,0.7442641439437866,-1.0378650822155362,-1.2827290330082597,0.2707381207746432,-5.674505899019147
30,0.001,0.6776902852058411,0.6788654956817627,0.7887182216644287,0.7410366349220275,-1.0307812560367098,-1.3016032110138434,0.2701940303912493,-5.683242504167979
31,0.001,0.6817222166061402,0.6854136023521423,0.7857918329238892,0.7454276871681214,-1.0469248931209822,-1.2759448042974684,0.2720596226077365,-5.6533590871585915
32,0.001,0.6807507553100586,0.677561185836792,0.7931355028152466,0.7337044425010681,-1.0065260953268715,-1.344788513111348,0.26754474415178947,-5.726035762101742
33,0.001,0.6782650003433227,0.6602822227478027,0.7946906032562255,0.7194897055625915,-0.9980192222671601,-1.4297541555551336,0.2616877496643264,-5.822166074239728
34,0.001,0.6668502883911133,0.6663286247253418,0.7909082336425781,0.7269989418983459,-1.0187390327173247,-1.384662212290558,0.2647148817449427,-5.772216428390519
35,0.001,0.6716439318656922,0.6720332059860229,0.7861301770210266,0.7270132398605347,-1.045055322293538,-1.3845767999926537,0.2652021898076484,-5.764228942286077
36,0.001,0.6717453565597534,0.6630670399665832,0.7948207731246948,0.7244830718040466,-0.9973079086326346,-1.399717577538576,0.26380408551550066,-5.78718482849175
37,0.001,0.680175217628479,0.6632705473899841,0.7887166609764099,0.7177556910514832,-1.030789849712455,-1.440233553170617,0.2610681920054345,-5.832460384720478
38,0.001,0.6720870561599731,0.6638319182395935,0.7878535089492797,0.7279489159584045,-1.035545263800975,-1.378990963680038,0.2648765958199416,-5.7695641374992865
39,0.001,0.6745992732048035,0.6575093917846679,0.7841156187057495,0.7205660991668701,-1.0561989539747358,-1.4232617420220093,0.26137804364736733,-5.827308969516594
40,0.001,0.6703946952819824,0.6744862670898437,0.7882637557983398,0.7374356484413147,-1.0332844174696307,-1.3227587195482913,0.2689163620453438,-5.7038277260071215
41,0.001,0.6692856888771057,0.6516776280403137,0.7970981059074402,0.7179933552742004,-0.9848822285465954,-1.4387957495143473,0.2608333169899692,-5.83636935713316
42,0.001,0.6743692803382874,0.659071213722229,0.7822412981986999,0.7224446511268616,-1.0665925932949312,-1.4119542003295678,0.2621356979567585,-5.814738322775511
43,0.001,0.6700186023712158,0.6555405097007752,0.7821043572425842,0.7086595978736877,-1.0673529457340825,-1.4956232654521924,0.2575629164201961,-5.891166659761426
44,0.001,0.674770812034607,0.6610475554466247,0.782806438922882,0.715367901802063,-1.0634561073864517,-1.454705503248468,0.2597201626291628,-5.854943338567055
45,0.001,0.6767013926506042,0.6666225666999817,0.7847772331237793,0.7242537355422973,-1.0525360459871582,-1.4010925612251215,0.262948748004097,-5.801288926816951
46,0.001,0.6619987778663635,0.6780881657600403,0.7896485195159912,0.7292720317840576,-1.0256617453462649,-1.3711044168828768,0.26648291883946407,-5.743306233785336
47,0.001,0.6665081768035889,0.6594005918502808,0.7841328001022339,0.7204772925376892,-1.056103793213273,-1.4237970240167155,0.26195965039161695,-5.81765597847347
48,0.001,0.6555300164222717,0.6646715044975281,0.7817012677192688,0.734479109287262,-1.0695918372788062,-1.3402055229073104,0.2665964505175773,-5.7414563710855
49,0.001,0.670139988899231,0.6548693747520447,0.7852596797943115,0.7098666987419129,-1.0498670140466295,-1.488231969655152,0.25822712384628643,-5.879981419375912
50,0.001,0.6668393976688385,0.6530434975624084,0.7785239286422729,0.7187308273315429,-1.087280344541243,-1.434337272695091,0.2612441502525686,-5.829534254415526
51,0.001,0.6669381060600281,0.6562606854438782,0.7786405029296875,0.7145244598388671,-1.0866300911855404,-1.459828997054462,0.25965054971229395,-5.856107536128756
