epoch,lr,train_loss,val_loss,train_nmse,val_nmse,train_nmse_db,val_nmse_db
1,0.001,0.23052459649244944,0.13544317865371705,0.4127823662360509,0.2026954223314921,-3.8427886373053814,-6.931560592922992
2,0.001,0.1308564539353053,0.11682016452153524,0.31031995777289073,0.164986563762029,-5.0819029250506675,-7.8255142258372965
3,0.001,0.10400397527217865,0.07977176920572916,0.28598941588401794,0.14454575689633686,-5.436500392773328,-8.399946524094673
4,0.001,0.0845128980676333,0.0794568982521693,0.23523319284121194,0.1401907037893931,-6.285013966661632,-8.53280783992934
5,0.001,0.07729974667231242,0.061545626958211266,0.22430660132567087,0.10058977802594503,-6.491579449764389,-9.974461502192835
6,0.001,0.06729413680235545,0.05521126945813497,0.1937752661705017,0.15354720385869344,-7.127016578899367,-8.137580877835747
7,0.001,0.0642353997429212,0.054405729870001474,0.18201967765887578,0.10154924046993255,-7.398816590659538,-9.93323320520629
8,0.001,0.056366312811772026,0.05142861219247182,0.1633981902996699,0.11098753082752227,-7.867527577621074,-9.547258103753869
9,0.001,0.0532992794016997,0.0492466246287028,0.15625344626108806,0.09624215145905812,-8.061703952596094,-10.166346770610506
10,0.001,0.05091688131292661,0.07108980111281077,0.14560924541950226,0.11628954144318898,-8.368110487372887,-9.344593420020184
11,0.001,0.055225711206595106,0.04976000726222992,0.1604739348491033,0.098598935008049,-7.9459549827769,-10.061277759576273
12,0.001,0.04638748384515445,0.04540989472468694,0.13612767267227172,0.10643118647734325,-8.660535804010916,-9.729310963785897
13,0.001,0.04444013116757075,0.03892980287472407,0.1341735054254532,0.09233549046516419,-8.723332336715853,-10.346313395955633
14,0.001,0.04227933251857757,0.0432465769747893,0.12431264726320902,0.08203339501221975,-9.054846850573922,-10.860093144814279
15,0.001,0.04384450911482175,0.04307380867997805,0.12487148940563202,0.11537480962276458,-9.035367082009444,-9.378890025844587
16,0.001,0.041593658243616424,0.03796017820636431,0.12379114315907161,0.07441432990630467,-9.073104265173571,-11.283434246694652
17,0.001,0.040490911265214286,0.04053093162178993,0.1212091453075409,0.08336851235230763,-9.16464611137053,-10.78997948088526
18,0.001,0.03970933943986893,0.03530973547697067,0.1132784599463145,0.0667969013651212,-9.458526639742562,-11.752436835011316
19,0.001,0.03800183604160945,0.048390672067801156,0.11042198431491852,0.09249791928132375,-9.56944452728608,-10.338680365020814
20,0.001,0.03949789748092492,0.034923852771520617,0.11555865816275279,0.07385460754235586,-9.37197509713748,-11.316224053242701
21,0.001,0.03663476394613584,0.047223236680030825,0.1047000774939855,0.09507724022865295,-9.800529968770524,-10.21923432863737
22,0.001,0.03719548239310583,0.05329687648018201,0.10644999492168426,0.08619890761375427,-9.728543549441609,-10.644982378913513
23,0.001,0.036382129589716594,0.03790183543165525,0.10564727413654328,0.0755025859673818,-9.76141703938027,-11.220381735081435
24,0.001,0.035100118895371756,0.035633287688096364,0.09949671065807343,0.08305165191491445,-10.021912767081563,-10.806517249176188
25,0.001,0.0368908756673336,0.043018877396980924,0.10785452047983805,0.10222494534651438,-9.671616477027742,-9.904431129645149
26,0.001,0.03581214847167333,0.0344119359254837,0.10328669855992,0.06438505671421686,-9.859556040755544,-11.912149174168045
27,0.001,0.03326409183939298,0.03942660547296206,0.09566323647896449,0.08920150450865427,-10.1925493016301,-10.496278205757129
28,0.001,0.033246677458286286,0.040856718063354495,0.09825641798973084,0.08538839399814606,-10.076390724386265,-10.686011546633845
29,0.001,0.033344415545463565,0.03570421283443769,0.09790958591302236,0.06767616826295852,-10.09174786181267,-11.69564238464334
30,0.001,0.03417080654203892,0.031024783780177433,0.09919646168748537,0.06335779062906902,-10.035038187430626,-11.981999755841791
31,0.001,0.031624278565247854,0.03028867254157861,0.09136135065555573,0.07420989135901133,-10.392374885868561,-11.295382042043212
32,0.001,0.03344820472598076,0.02801480304201444,0.10181679252783457,0.060612586239973704,-9.92180588396729,-12.174371849590251
33,0.001,0.03237041796247164,0.030637325783570608,0.09269963236649831,0.07447756191094716,-10.329219882019727,-11.27974548809112
34,0.001,0.034586200604836144,0.030974456628163654,0.09509019442399343,0.06705494856834411,-10.21864264630513,-11.735691662594888
35,0.001,0.030863050912817318,0.03282289981842041,0.08859320588906607,0.060449466387430824,-10.525995823796077,-12.186075284842204
36,0.001,0.03124211377898852,0.03003174696365992,0.08894885379076004,0.060995787898699444,-10.508596439325613,-12.147001544238567
37,0.001,0.03094274435440699,0.03384188241759936,0.092448417365551,0.06144186967611313,-10.341005191753466,-12.115355771942475
38,0.001,0.030422125577926635,0.030331313947836558,0.08902919751405716,0.06356359336773554,-10.5046754122329,-11.967915592987215
39,0.001,0.029434080084164937,0.031046532571315764,0.08617272716760635,0.07960638296604157,-10.646301624205543,-10.990521084458498
40,0.001,0.029487015972534815,0.041111853748559954,0.08531083502372105,0.09012540046374003,-10.689958071422009,-10.451527925215453
41,0.001,0.02922469225525856,0.037368390878041585,0.08612627923488617,0.06896727373202642,-10.648643144541152,-11.61356941279995
42,0.001,0.03043786911169688,0.030446537832419077,0.08652203188339869,0.06551059738794962,-10.628732901415653,-11.836884402397569
43,0.001,0.03144167477885882,0.030302543650070825,0.09238736955324808,0.06763588905334472,-10.343873979169738,-11.69822796930362
