epoch,lr,train_loss,val_loss,train_nmse,val_nmse,train_nmse_db,val_nmse_db
1,0.001,0.415535674571991,0.6109122340679168,0.4365588331222534,0.4259841663837433,-3.599572200487231,-3.706065431037703
2,0.001,0.41027872943878174,0.6106670160293579,0.4233060164451599,0.42407556462287904,-3.7334555885798855,-3.725567510139494
3,0.001,0.4101468026638031,0.6106428740024566,0.4224087989330292,0.42383817648887634,-3.742670438637776,-3.72799927540904
4,0.001,0.4101235251426697,0.6106457462310791,0.4222959008216858,0.42382857084274295,-3.7438313420180913,-3.728097702747948
5,0.001,0.4101228487491608,0.6106455662250518,0.42227370929718017,0.4238282902240753,-3.7440595684786353,-3.7281005782308108
6,0.001,0.4101236479282379,0.6106509330272675,0.4222923336029053,0.42384599781036375,-3.7438680279052248,-3.72791913337345
7,0.001,0.4101218094825745,0.6106479451656341,0.4222958152294159,0.4238352429866791,-3.7438322222599836,-3.7280293342450883
8,0.001,0.4101228609085083,0.6106520156860351,0.42234469938278196,0.4238462128639221,-3.7433295203953243,-3.7279169298242727
9,0.001,0.41012342500686644,0.6106530487537384,0.42230394792556764,0.42384472966194153,-3.7437485853655423,-3.727932127496051
10,0.001,0.41012280666828155,0.6106479237079621,0.4223122019767761,0.42384084630012514,-3.7436637020988957,-3.7279719187265714
11,0.001,0.4101240997314453,0.6106531746387481,0.42230385422706607,0.42384417343139646,-3.743749548954609,-3.7279378269420507
